u,y
-2.5118595212698,-0.331906580366194
-2.48122050613165,-0.331778367981315
-2.45031816512346,-0.331666111014783
-2.41889091581106,-0.331613786518574
-2.38692916184664,-0.331568015739322
-2.35453862696886,-0.331547462381423
-2.32215579599142,-0.331563731655478
-2.28965443372726,-0.331589976325631
-2.25641843676567,-0.331607953645289
-2.22265747189522,-0.331680743955076
-2.18853389471769,-0.331721051596105
-2.15414763242006,-0.331783587113023
-2.11989907175303,-0.331858301535249
-2.08491655439138,-0.331908749416471
-2.0492293164134,-0.331967181526124
-2.01343413442373,-0.331983390264213
-1.97740348428488,-0.33196219522506
-1.94145196676254,-0.331892062909901
-1.90502600371838,-0.331804724410176
-1.86817264556885,-0.33166941255331
-1.8313050121069,-0.331511340104043
-1.79402739554644,-0.331325536593795
-1.75657089054585,-0.331103953532875
-1.71858191490173,-0.330869035795331
-1.68024479597807,-0.330610151402652
-1.64185547083616,-0.33032280113548
-1.60335749387741,-0.330026269890368
-1.56463823467493,-0.329722541384399
-1.52554595470428,-0.329362715594471
-1.4859518930316,-0.3289266359061
-1.44600401818752,-0.328439427539706
-1.40609887987375,-0.327876024879515
-1.36624988913536,-0.327231929637492
-1.32596170157194,-0.32653621584177
-1.28555365651846,-0.325727915391326
-1.24493966251612,-0.324864640831947
-1.20399265736341,-0.323919842951
-1.16248433291912,-0.32288980204612
-1.12105776369572,-0.321855261921883
-1.08000604063272,-0.320773520506918
-1.03868968039751,-0.319648974575102
-0.996541738510132,-0.318558503873646
-0.954413585364819,-0.317464775405824
-0.912461072206497,-0.316407232545316
-0.870257571339607,-0.315429859794676
-0.82751189917326,-0.314540535211563
-0.784802801907063,-0.313672139309347
-0.742335833609104,-0.312891889363527
-0.699744127690792,-0.312190632335842
-0.656684041023254,-0.311561521142721
-0.613763958215714,-0.310993756167591
-0.57061892002821,-0.31049701012671
-0.527120351791382,-0.310108616016805
-0.48379921913147,-0.309693071991205
-0.440394468605518,-0.30919935926795
-0.397079631686211,-0.308656020089984
-0.353365980088711,-0.307999296113849
-0.309504367411137,-0.307144153863192
-0.265952467918396,-0.305722661316395
-0.221995182335377,-0.303333224728703
-0.177462428808212,-0.299709196202457
-0.133551269769669,-0.295175691135228
-0.0899893343448639,-0.290228554978967
-0.0459617152810097,-0.285087654367089
-0.00183841586112976,-0.27971590962261
0.0418374687433243,-0.273661494255066
0.0849509537220001,-0.266773032955825
0.128790304064751,-0.259462949819863
0.17286766320467,-0.252093723043799
0.216355137526989,-0.244953718967736
0.25986810028553,-0.238310520537198
0.303821757435799,-0.232317076995969
0.348176136612892,-0.22719066683203
0.391861543059349,-0.222975932061672
0.435226507484913,-0.219792697578669
0.47890255600214,-0.217627526260912
0.522373288869858,-0.216440207324922
0.56577704846859,-0.216189934872091
0.608876936137676,-0.216670334339142
0.65194446593523,-0.217615395784378
0.695429764688015,-0.218440745025873
0.738722987473011,-0.218764724209905
0.781555250287056,-0.218706239946187
0.824217610061169,-0.218094330281019
0.866678722202778,-0.216345260851085
0.909103102982044,-0.213001831434667
0.951764278113842,-0.207805899903178
0.994125314056873,-0.200663986615837
1.0363482683897,-0.191375904716551
1.0780970826745,-0.1797951804474
1.11963553726673,-0.165817455388606
1.1617434322834,-0.149464569985867
1.20328065752983,-0.130875918082893
1.24403822422028,-0.110190350562334
1.28539976477623,-0.0877209845930338
1.3266274034977,-0.0636936090886593
1.36736894398928,-0.0383732430636883
1.40786340087652,-0.0121390391141176
1.4478704482317,0.0147527884691954
1.48777293413877,0.0418571727350354
1.52774898707867,0.0688383588567376
1.56735084950924,0.0954523412510753
1.60640519857407,0.121376371942461
1.645393460989,0.14637768547982
1.68437299132347,0.170208683237433
1.72318750619888,0.192641959525645
1.76141514629126,0.213566223159432
1.79944797605276,0.232816931791604
1.83750279247761,0.25031850207597
1.87529658526182,0.266032009385526
1.91244135051966,0.280001261271536
1.94923916459084,0.29219566565007
1.98583238571882,0.302623801864684
2.02242413908243,0.311393738724291
2.05885375291109,0.318552636541426
2.09465405344963,0.324252144433558
2.13022696226835,0.328599494881928
2.16552079468966,0.331697874702513
2.20049838721752,0.333725587464869
2.23504472523928,0.334835601970553
2.26963449269533,0.335145629011095
2.30374774336815,0.334768498316407
2.33690664917231,0.333922700956464
2.36985444277525,0.332690231502056
2.40257919579744,0.331174021586776
2.43518813699484,0.32952619343996
2.46744161844254,0.327772517688572
2.49913761764765,0.326039556413889
2.53047669678926,0.324354923330247
2.56153389811516,0.322717185132205
2.59226664155722,0.32122799474746
2.6220970749855,0.319896910339594
2.65176087617874,0.318741510622203
2.68143731355667,0.31777588557452
2.71034894138575,0.31698689237237
2.738749563694,0.316446989774704
2.76701335608959,0.316055563278496
2.79476094245911,0.315886558033526
2.82218804955482,0.31591700296849
2.84934573620558,0.316105492413044
2.87569918483496,0.316471341997385
2.90191248804331,0.316967815160751
2.92743825912476,0.317607643082738
2.952228307724,0.318383309990168
2.97697120159864,0.319287665188313
3.00120789557695,0.320240342058241
3.02506399899721,0.32128622289747
3.04886572808027,0.322342057712376
3.07153727859259,0.323427692055702
3.09368125349283,0.324533239938319
3.11568456143141,0.325606988742948
3.13724912703037,0.32667834404856
3.15822367370129,0.327709330245852
3.17833893746138,0.328694836236537
3.19843453168869,0.329632787033916
3.21830080449581,0.33056903257966
3.23737481236458,0.33145649638027
3.25594667345285,0.332309061661363
3.27418534457684,0.333180468529463
3.29190899431705,0.333971834741533
3.30895734578371,0.334795782342553
3.3252051025629,0.335594310425222
3.34116966277361,0.336381600238383
3.35711385309696,0.337168129161
3.37227667123079,0.337876160629094
3.38664211332798,0.338553787209094
3.40047612786293,0.339158626273274
3.41402997076511,0.33969471603632
3.42692724615335,0.340144346468151
3.4394173771143,0.34048412553966
3.45138689130545,0.340739825740457
3.46278291940689,0.340934235602617
3.47388376295567,0.341017719358206
3.48413873463869,0.34103034157306
3.49396938085556,0.341004516929388
3.50351717323065,0.340938957408071
3.51237467676401,0.340818706899881
3.52039647847414,0.340673953294754
3.52804115414619,0.340529543347657
3.53538662940264,0.340386338531971
3.54193499684334,0.340260269120336
3.54790402948856,0.340139868669212
3.55338458716869,0.340020786039531
3.55872447788715,0.339908352121711
3.56335830688477,0.339867285452783
3.56705728918314,0.33984780497849
3.5704265832901,0.339823681861162
3.57333888858557,0.339843208901584
3.57569430023432,0.339924871921539
3.57759991288185,0.340000648982823
3.57912934571505,0.340154020115733
3.5798622444272,0.340366017073393
3.57974500209093,0.340588692575693
3.57925942540169,0.340930351056159
3.5783579275012,0.341299431398511
3.57688283920288,0.341686983592808
3.57495371252298,0.342141358181834
3.57265047729015,0.342605252750218
3.56962234526873,0.343095163814723
3.56561082601547,0.343544902279973
3.56118881702423,0.343942342326045
3.55633713304996,0.344333886168897
3.55100930482149,0.344666989520192
3.54550878703594,0.344957784749568
3.5391885265708,0.345217541791499
3.53232690691948,0.345410889945924
3.5247793123126,0.345555553212762
3.51667493581772,0.345665510743856
3.50867220014334,0.345705221407115
3.50002358853817,0.345729407854378
3.49034707248211,0.345731223933399
3.48005396872759,0.345692406408489
3.46907110512257,0.345657688565552
3.45772134512663,0.345622436143458
3.44628285616636,0.345567591488361
3.43418205529451,0.345511523075402
3.4212434142828,0.345438097603619
3.40784411132336,0.345339414663613
3.39422910660505,0.345258409157395
3.38015157729387,0.345183130353689
3.36519277840853,0.345080684870481
3.34957429766655,0.344967307522893
3.33383380621672,0.344848926179111
3.31779951602221,0.344717126339674
3.30081178992987,0.344593781046569
3.28315436094999,0.344424020498991
3.2654947116971,0.34425909165293
3.24731189757586,0.344089644029737
3.22843214124441,0.343902934342623
3.20864544808865,0.343682739883661
3.18835219740868,0.343490310944617
3.1682001054287,0.343295763246715
3.14750051498413,0.343098116107285
3.12628907710314,0.342913581058383
3.10438354313374,0.342752180062234
3.08179917931557,0.342569028027356
3.05919644981623,0.342422317713499
3.03636362403631,0.342326052486897
3.01276127994061,0.342211043462157
2.98831819742918,0.342166017740965
2.96335824579,0.342162656597793
2.93797886371613,0.342174745164812
2.9126388207078,0.342221733182669
2.8866886049509,0.342258801683784
2.86033049970865,0.342350565828383
2.83356159180403,0.342477986589074
2.80586614459753,0.342622512951493
2.7781413719058,0.342775060795248
2.75006859749556,0.342918839305639
2.7216751947999,0.343095694668591
2.69264164566994,0.343271021731198
2.66314232349396,0.343466653488576
2.63330823928118,0.343649430200458
2.60286935418844,0.343756727874279
2.57224774360657,0.3438317514956
2.54145408421755,0.343894970603287
2.50950437039137,0.343894550576806
2.47731777280569,0.343807459808886
2.44518316537142,0.343662330880761
2.41239609569311,0.343438927084208
2.37961831688881,0.343170011416078
2.34647523611784,0.342860906384885
2.31278496980667,0.342511401511729
2.27849432826042,0.342125463299453
2.24394511431456,0.341692031361163
2.20885621756315,0.341270295903087
2.17382489144802,0.340868076309562
2.13842328637838,0.340499458834529
2.10238426923752,0.34016505908221
2.06647803634405,0.339847126975656
2.03004359453917,0.339561182074249
1.99305015057325,0.339308995753527
1.95589852333069,0.339074705727398
1.91836628317833,0.338860263116658
1.88049083948135,0.338648862205446
1.84266950935125,0.338452462106943
1.80450133234262,0.338201666250825
1.76596487313509,0.337928062304854
1.72700429707766,0.337672787718475
1.68771912157536,0.337344308383763
1.64846702665091,0.336989489383996
1.60866960883141,0.336552507244051
1.56891162693501,0.336101360619068
1.52921801805496,0.33562024589628
1.48869919031858,0.335086531937122
1.44798441976309,0.334564768709242
1.40725547075272,0.334013741463423
1.36614297330379,0.333435669541359
1.325130186975,0.332872186787426
1.28383602946997,0.332357008941472
1.24199318140745,0.33184058777988
1.20016366243362,0.331322439946234
1.15799978375435,0.330849563702941
1.11566676944494,0.330367826856673
1.0736515596509,0.329916479997337
1.03104177862406,0.329486449249089
0.988019935786724,0.329060671851039
0.945219114422798,0.328663233667612
0.902280949056149,0.328264785930514
0.858945824205875,0.327893084846437
0.815224923193455,0.327532079070807
0.771865554153919,0.327141520567238
0.728244371712208,0.326766212470829
0.684642523527145,0.326390206813812
0.640930972993374,0.325995010323822
0.59669853746891,0.325555179268122
0.55275984108448,0.325096984393895
0.50851309299469,0.324660743586719
0.464284494519234,0.324202761985362
0.420018136501312,0.323711013421416
0.375368125736713,0.323246710002422
0.330767743289471,0.322738834656775
0.285979777574539,0.322177408263087
0.241458870470524,0.321555871516466
0.196921959519386,0.320825853385031
0.152077287435532,0.319919817149639
0.107454620301723,0.318823634646833
0.0628378465771675,0.317317456938326
0.0185301303863525,0.315122925676405
-0.0253454297780991,0.31197274196893
-0.0698759183287621,0.307889974676073
-0.115050069987774,0.303101553581655
-0.160189583897591,0.297571808099747
-0.20506639778614,0.29137918818742
-0.249747306108475,0.28457719553262
-0.294559717178345,0.277039923705161
-0.339038006961346,0.268730553798378
-0.383253082633018,0.259500859305263
-0.427375391125679,0.249234717339277
-0.471812561154366,0.237906282767653
-0.516518086194992,0.225549285300076
-0.560718514025211,0.212216957472265
-0.604474633932114,0.197959961369634
-0.648143254220486,0.182911065407097
-0.692304559051991,0.166987290605903
-0.736231282353401,0.150100740604103
-0.779644131660461,0.132453732192516
-0.823136106133461,0.11452416703105
-0.866511806845665,0.0966396331787109
-0.909659244120121,0.0786111736670136
-0.952802076935768,0.060410613194108
-0.99590428173542,0.0421443413943052
-1.03864564746618,0.0238245138898492
-1.08103620260954,0.00555173400789499
-1.12350659817457,-0.0121250404044986
-1.16562891751528,-0.0286413226276636
-1.20767340064049,-0.0443897852674127
-1.24972445517778,-0.0595450876280665
-1.29155813902617,-0.0741990068927407
-1.33294609189034,-0.0886000664904714
-1.37412015348673,-0.102724013850093
-1.41481851041317,-0.116676888428628
-1.45542120188475,-0.130421853624284
-1.49645911157131,-0.143897573463619
-1.53660460561514,-0.157074986025691
-1.57643931359053,-0.169946133159101
-1.61616748571396,-0.182402559556067
-1.65545801818371,-0.194407526403666
-1.69498579204082,-0.205898188054562
-1.73432910442352,-0.216792727820575
-1.77287528663874,-0.227094956673682
-1.81107553094625,-0.236748694442213
-1.84897269308567,-0.245661723427475
-1.88717695325613,-0.253893882967532
-1.92529787868261,-0.261441421695054
-1.9621557444334,-0.268268716521561
-1.99890560656786,-0.2744729090482
-2.03545788675547,-0.280051809735596
-2.07184126973152,-0.285018433816731
-2.10764280706644,-0.289371299557388
-2.14319057017565,-0.293178924359381
-2.17876847833395,-0.296500870026648
-2.21420376002789,-0.299385773949325
-2.24882315844297,-0.301842071115971
-2.28270002454519,-0.303938650526106
-2.31651315838099,-0.305714930407703
-2.34989415109158,-0.30720035918057
-2.38300041854382,-0.308464724570513
-2.41591008752584,-0.309542813338339
-2.44820889085531,-0.310443792492151
-2.48006935417652,-0.31121611315757
-2.51153170317411,-0.311868857592344
-2.5429520457983,-0.312425159849226
-2.57366401702166,-0.312944930046797
-2.60385132580996,-0.313369447365403
-2.63373272120953,-0.313784847036004
-2.66344090551138,-0.314174448139966
-2.69257236272097,-0.314594650641084
-2.72127816081047,-0.315005105920136
-2.74973180890083,-0.315419564023614
-2.7775524482131,-0.315826660953462
-2.80427719652653,-0.316270195879042
-2.83085332810879,-0.316729251295328
-2.85754174739122,-0.317185872234404
-2.88356747478247,-0.317649257369339
-2.90885743498802,-0.318119079805911
-2.93392596393824,-0.318626810796559
-2.95845497399569,-0.319087612442672
-2.98267725855112,-0.319552579894662
-3.00651188194752,-0.319985910318792
-3.02979678660631,-0.320397634059191
-3.05245386064053,-0.320792215876281
-3.07477355748415,-0.321158385835588
-3.09669327735901,-0.321536756120622
-3.11763998121023,-0.321906138211489
-3.13839610666037,-0.322254489175975
-3.15863634645939,-0.322593750432134
-3.17815725505352,-0.323003486730158
-3.19757394492626,-0.323390491306782
-3.21649657189846,-0.323787421919405
-3.23463160544634,-0.324230931699276
-3.25197218358517,-0.324681836180389
-3.26897203177214,-0.325163407251239
-3.28539441525936,-0.325648045167327
-3.30143077671528,-0.326139429584146
-3.31733902543783,-0.326614920981228
-3.33237656950951,-0.327086837030947
-3.34681334346533,-0.32755243498832
-3.36052916944027,-0.327990632504225
-3.37379267066717,-0.328372916206717
-3.38661947101355,-0.328724903985858
-3.39901768416166,-0.329026218503714
-3.41116867959499,-0.329280558042228
-3.42228554189205,-0.329481356777251
-3.43273758143187,-0.329634004272521
-3.44315695017576,-0.329784754663706
-3.45315635204315,-0.329885933548212
-3.46224559098482,-0.329982955008745
-3.4705586284399,-0.330052334815264
-3.47847316414118,-0.330121068283916
-3.485909037292,-0.33019089139998
-3.49305433034897,-0.330269314348698
-3.49953178316355,-0.330377588048577
-3.50515784323215,-0.330471770837903
-3.51034658402205,-0.33060643915087
-3.5149904191494,-0.330773977562785
-3.51885857433081,-0.330924111418426
-3.52232992649078,-0.331109029240906
-3.52551600337029,-0.331293798051775
-3.52810379117727,-0.331504766829312
-3.53001509606838,-0.331748059019446
-3.53103286027908,-0.33199022244662
-3.53192303329706,-0.33228665497154
-3.53225394338369,-0.332557901740074
-3.53151577711105,-0.332845558412373
-3.53074879199266,-0.333139233291149
-3.52926029264927,-0.333462131209671
-3.52709504961967,-0.333798391744494
-3.52413699030876,-0.334107435308397
-3.52097220718861,-0.33441501762718
-3.51785455644131,-0.334704400971532
-3.51370438933372,-0.334999220445752
-3.50861017405987,-0.335287233814597
-3.50287599861622,-0.335544981062412
-3.49691864848137,-0.335783221758902
-3.49071837961674,-0.335995070636272
-3.48373785614967,-0.336235541850328
-3.47599615901709,-0.336389396339655
-3.46795964241028,-0.336529697291553
-3.45902518928051,-0.336645865812898
-3.44948076456785,-0.336699646897614
-3.43946345150471,-0.336748233996332
-3.42883128672838,-0.336751020513475
-3.41798236221075,-0.336752300150692
-3.40663089603186,-0.336670191958547
-3.39465892314911,-0.336555050686002
-3.38217312842607,-0.336439148522913
-3.36936993151903,-0.336282265372574
-3.35587006807327,-0.336114071309566
-3.34128251671791,-0.335929670371115
-3.32641939073801,-0.335763532668352
-3.31113368272781,-0.335577133111656
-3.29529893398285,-0.335430552251637
-3.27917390316725,-0.335305112414062
-3.26224183291197,-0.335176106542349
-3.24495761096478,-0.335076762363315
-3.22673534601927,-0.334968263283372
-3.20826493948698,-0.334888125769794
-3.18949534744024,-0.334838079288602
-3.16998449712992,-0.33474095351994
-3.14988528937101,-0.334681979380548
-3.12916579842567,-0.334612949751318
-3.10803335905075,-0.334519770927727
-3.08653984963894,-0.334451307542622
-3.06471594423056,-0.334363828413188
-3.04218034446239,-0.334276613779366
-3.01918315887451,-0.334198862314224
-2.99573927372694,-0.334100619889796
-2.97164735198021,-0.334012170322239
-2.94720861315727,-0.333943709731102
-2.92206435650587,-0.333830155432224
-2.89652282744646,-0.333739739842713
-2.87077418714762,-0.333634483627975
-2.84425150603056,-0.333524230867624
-2.81757786124945,-0.333427864126861
-2.79001295566559,-0.33328425232321
-2.76209587603807,-0.333137107081711
-2.73420857638121,-0.333013548515737
-2.70568631589413,-0.332846959121525
-2.67666675895452,-0.332656419835985
-2.64663290977478,-0.332520877942443
-2.61677230149508,-0.332382744178176
-2.58668864518404,-0.332222062163055
-2.55566169321537,-0.33206919208169
-2.52453770488501,-0.331955451518297
-2.49292869120836,-0.331817393191159
-2.46071040630341,-0.331676226109266
-2.42824851721525,-0.331565628759563
-2.3952329158783,-0.331416746601462
-2.36197054386139,-0.331239919178188
-2.32858451455832,-0.331104522570968
-2.29446101933718,-0.330937763676047
-2.26023630797863,-0.330715198069811
-2.22577212005854,-0.330533668398857
-2.19023279845715,-0.330327686853707
-2.15467363595963,-0.330110640265048
-2.11915074288845,-0.329928017221391
-2.08234252780676,-0.329722815193236
-2.04557126760483,-0.329552602022886
-2.00902651250362,-0.329350059852004
-1.97184614092112,-0.329189173877239
-1.93439768254757,-0.329038065858185
-1.89634051918983,-0.328854762949049
-1.85817687958479,-0.328697904013097
-1.81987094134092,-0.328600819222629
-1.78127080947161,-0.328421903774142
-1.74176078289747,-0.328258126042783
-1.70183377712965,-0.328118204139173
-1.662194699049,-0.327942601405084
-1.62265717983246,-0.327810895629227
-1.58276032656431,-0.32757814694196
-1.54237537831068,-0.327363041229546
-1.50142004340887,-0.327100506052375
-1.46010039001703,-0.326792072504759
-1.41891741007566,-0.326445541344583
-1.37756989896297,-0.326080175116658
-1.33574385195971,-0.325712230987847
-1.29362358897924,-0.325309618376195
-1.25134649127722,-0.324875236488879
-1.20942686498165,-0.324472555890679
-1.16665364801884,-0.324056972749531
-1.12388325482607,-0.323608583770692
-1.08100338280201,-0.323177938349545
-1.0375500023365,-0.32271528057754
-0.994100674986839,-0.322259813547134
-0.950377218425274,-0.32175123039633
-0.906850017607212,-0.32122880872339
-0.8630445972085,-0.320655829273164
-0.819081984460354,-0.320034149102867
-0.775054313242435,-0.319418239407241
-0.730552032589912,-0.318698887713253
-0.686022982001305,-0.317894147709012
-0.641354128718376,-0.316999766044319
-0.597002424299717,-0.315945779904723
-0.552479483187199,-0.314775533042848
-0.507424309849739,-0.313473963178694
-0.462282210588455,-0.311995399184525
-0.417028047144413,-0.310397024266422
-0.371909156441689,-0.308669823221862
-0.326669581234455,-0.306826935149729
-0.281381227076054,-0.304866095073521
-0.235637634992599,-0.302794389426708
-0.189837761223316,-0.300662003457546
-0.144193172454834,-0.29846924263984
-0.0989402756094933,-0.29625297524035
-0.0540293753147125,-0.294006371870637
-0.00866756588220596,-0.291813429445028
0.0367878675460815,-0.289704509079456
0.0819081664085388,-0.28770297486335
0.127261981368065,-0.285802274942398
0.172806173563004,-0.283973602578044
0.218383647501469,-0.282214001752436
0.263952411711216,-0.280401297844946
0.30954273045063,-0.278407610021532
0.354886785149574,-0.27586345653981
0.399832583963871,-0.272157966159284
0.445134647190571,-0.26701817382127
0.49039726704359,-0.260420604608953
0.535367362201214,-0.252372532151639
0.580653168261051,-0.24279797449708
0.62558314204216,-0.231288896873593
0.670489117503166,-0.217519965954125
0.715209372341633,-0.201430193148553
0.759358577430248,-0.183144278824329
0.803903311491013,-0.162782855331898
0.84855043143034,-0.140633470378816
0.892776176333427,-0.117429281584918
0.936551302671433,-0.0938617801293731
0.980411820113659,-0.070074625313282
1.0239126086235,-0.0461324006319046
1.06735729426146,-0.0222089495509863
1.11060666292906,0.00149472337216139
1.15385830402374,0.0246098171919584
1.19663449376822,0.0465800296515226
1.23956413567066,0.0669017555192113
1.28239090740681,0.0857980716973543
1.32462687045336,0.103419567458332
1.36666864156723,0.119836337864399
1.40862887352705,0.13520158175379
1.45056427270174,0.149593920446932
1.49231082946062,0.163145541213453
1.53348775953054,0.175948176532984
1.57425177097321,0.188035823404789
1.61518143862486,0.199413545429707
1.65595231205225,0.210062309168279
1.69606526941061,0.219998263753951
1.73578478395939,0.229308879934251
1.77530160546303,0.23795055411756
1.81473893672228,0.245984099805355
1.85367132723331,0.253341177478433
1.89234442263842,0.260032615624368
1.93084486573935,0.266155440360308
1.96958835422993,0.271693835966289
2.0078432187438,0.276757969520986
2.04548508673906,0.281261654570699
2.08265671879053,0.285226324573159
2.11935736238956,0.288762300275266
2.15601667016745,0.291871153749526
2.19228179007769,0.29464608989656
2.2280241176486,0.297140628099442
2.26369652152061,0.299303949810565
2.29930245131254,0.301172540523112
2.3340765312314,0.302872289903462
2.36812490969896,0.30434971768409
2.40216409415007,0.305696740746498
2.43582911789417,0.306919359602034
